Date,Startup Name,Vertical,Sub-Vertical,City,Investor,Type,Amount (in USD),Remarks
05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,"9,500,000",Series B
05/10/2015,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,"15,000,000",Series B
05/10/2015,IndiaLends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,"1,000,000",Pre-Series A Bridge round
05/10/2015,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,"150,000",
06/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,"700,000",
06/10/2015,WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,"500,000",Pre-Series A
06/10/2015,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,"10,000,000",Series B
06/10/2015,SportyBeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Funding,N/A,
06/10/2015,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,"500,000",Bridge Round
06/10/2015,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,"6,000,000",Pre-Series A
07/10/2015,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,"3,000,000",Series A
07/10/2015,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,N/A,
07/10/2015,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,"20,000,000",Strategic Funding (Series C)
07/10/2015,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,N/A,Strategic Funding
07/10/2015,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,N/A,Series A
08/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor, Ravi Saxena & Others",Private Equity,"2,000,000",Series A
08/10/2015,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,"7,700,000",Series A
08/10/2015,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,N/A,Series B
08/10/2015,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,"10,000,000",Series B
08/10/2015,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,"310,000",
09/10/2015,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,"70,000",
09/10/2015,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,N/A,Pre-Series A
09/10/2015,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,"8,000,000",Series A
09/10/2015,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,"300,000",
09/10/2015,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,N/A,Strategic Funding
09/10/2015,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,"1,000,000",
09/10/2015,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,"77,000",
12/10/2015,Zify,Ride Sharing platform,,Hyderabad,Sean OSullivan & Others,Seed Funding,"190,000",
12/10/2015,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,N/A,Series A
12/10/2015,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,N/A,
12/10/2015,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,"100,000",
12/10/2015,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,N/A,Series A
12/10/2015,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,N/A,Series A
13/10/2015,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,"1,000,000",
13/10/2015,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,"2,500,000",Series A
14/10/2015,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,"50,000",
14/10/2015,Gaana.com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,N/A,Strategic Funding
14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,"77,000",
14/10/2015,GymTrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,N/A,
15/10/2015,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,N/A,
16/10/2015,Homers.in,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,N/A,
16/10/2015,mShipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed Funding,N/A,
16/10/2015,BolRealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed Funding,N/A,
17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,"1,000,000",Series A
19/10/2015,LetsVenture,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,N/A,Series A
19/10/2015,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"25,000,000",Series C
19/10/2015,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Funding,"100,000",
20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,N/A,
20/10/2015,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,"7,000,000",Series A
20/10/2015,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,"10,000,000",Series B
20/10/2015,iChef.in,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,N/A,
21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,N/A,
21/10/2015,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,"2,950,000",
21/10/2015,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,"1,530,000",Series A
21/10/2015,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,"100,000",
21/10/2015,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,"640,000",
21/10/2015,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,N/A,
23/10/2015,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,"150,000",Bridge Round
23/10/2015,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,"150,000",
23/10/2015,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"1,000,000",Bridge Round
23/10/2015,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,"250,000",
26/10/2015,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,"5,000,000",
26/10/2015,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,"400,000",
26/10/2015,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,"500,000",
26/10/2015,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,"50,000,000",Series A
26/10/2015,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,"9,000,000",Series A
27/10/2015,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,N/A,
27/10/2015,Happitoo,Location based Nightlife recommendation Platform,,Mumbai,Unnamed investor,Seed Funding,"77,000",
27/10/2015,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,"350,000",
27/10/2015,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,"10,000,000",Series B
27/10/2015,Simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,N/A,Bridge Funding
28/10/2015,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,"1,100,000",
28/10/2015,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,"200,000",
28/10/2015,UrDoorStep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,N/A,Series A
29/10/2015,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,N/A,
29/10/2015,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,N/A,pre-Series A
29/10/2015,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,"450,000",
30/10/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,N/A,
30/10/2015,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,N/A,
30/10/2015,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"130,000",
30/10/2015,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,"7,500,000",Series B
30/10/2015,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,"2,000,000",Series C
30/10/2015,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,"230,000",pre-Series A
30/10/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,"80,000",
31/10/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,"10,000,000",Series B
02/11/2015,Twigly,Online Food Ordering & Delivery platform,,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,"200,000",
02/11/2015,CityFlo,Bus Aggregation and rental mobile app,,Mumbai,IDG Ventures,Seed Funding,"750,000",
03/11/2015,Findyahan,hyperlocal online Services platform,,Noida,Times Group Brand Capital,Private Equity,N/A,Bridge funding
03/11/2015,Sabse,WiFi first Cloud communication platform,,Mumbai,Ratan Tata,Private Equity,N/A,N/A
03/11/2015,Pokkt,Alternate Mobile Monetization platform,,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTels Innov8, Jungle Ventures, K Ganesh",Private Equity,"5,000,000",Series B
03/11/2015,boibanit,Online Food Ordering Marketplace,,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,"150,000",
03/11/2015,Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Riqueza Capital,Seed Funding,"385,000",Funding happened in Sept 2015
03/11/2015,LoanBaba,Online Loans Marketplace,,Mumbai,N/A,Seed Funding,"320,000",
03/11/2015,Deyor Rooms,Budget Hotels Aggregator,,New Delhi,Dheeraj Jain & Others,Seed Funding,"500,000",
03/11/2015,Bidgely,Efficient Energy Management platform,,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,"16,600,000",Series B
04/11/2015,Shirsa Labs,Digital Intelligent learning platform,,Mumbai,ah! Ventures,Seed Funding,"250,000",
04/11/2015,Paytunes,Voice Call incentivization mobile app,,New Delhi,CIO Angel Network,Seed Funding,N/A,
04/11/2015,YourDOST,Online Counselling and psychological support platform,,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,"400,000",
05/11/2015,BookMyBai,Domestic Help Aggregation platform,,Mumbai,Vineel Nalla & Others,Seed Funding,"150,000",
05/11/2015,MyIndianStay,Home Stay & room rentals platform,,Goa,Undisclosed investors,Seed Funding,"200,000",
05/11/2015,Bobble,Selfie Mobile App,,New Delhi,SAIF Partners & others,Private Equity,N/A,Series A
06/11/2015,RepUp,Online Reputation Management Platform,,Gurgaon,Indian Angel Network,Seed Funding,N/A,
06/11/2015,Satvacart,Online Grocery platform,,Gurgaon,Undisclosed HNIs,Private Equity,"1,800,000",Pre-Series A Bridge
06/11/2015,POPxo.com,Online content platform for women,,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,"2,000,000",Series A
06/11/2015,SparesHub,Online Vehicle Spare Parts etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,"460,000",Pre-Series A
06/11/2015,Explara,Event Ticketing platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,"490,000",Pre-Series A
06/11/2015,Soothe Healthcare,affordable Personal Healthcare Products,,Noida,Saina Nehwal,Seed Funding,N/A,2nd seed funding
06/11/2015,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,"15,000,000",Series A
09/11/2015,AppVirality,"Mobile Growth Hacking
Platform",,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra, Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,"500,000",Pre-Series A
09/11/2015,iStar Skill Development,Skill Training Startup,,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,"1,500,000",Series A
09/11/2015,BigStylist.com,Beauty and Wellness Marketplace,,Mumbai,Info Edge,Private Equity,"1,000,000",Pre-Series A
09/11/2015,Zilingo,Marketplace App for Bangkok,,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,"1,900,000",Series A
09/11/2015,Didi,On-demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,"150,000",
09/11/2015,Skoov.com,eCommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,"150,000",
10/11/2015,Chefs Basket,Ready to cook packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,"6,000,000",Series A
11/11/2015,Gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pais family office,Seed Funding,N/A,
11/11/2015,Delight Foods,Branded Food products online sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,"600,000",Series A
11/11/2015,6Degree,Talent platform for Fashion professionals,,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,N/A,
11/11/2015,RenewBuy,Auto Insurance Online platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,"500,000",
11/11/2015,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Sixth Sense Ventures,Seed Funding,N/A,
12/11/2015,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed Funding,"250,000",
13/11/2015,Flashdoor,On Demand Laundry Service platform,,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,N/A,
16/11/2015,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,,Gurgaon,Kalaari Capital,Private Equity,"3,700,000",Series A
16/11/2015,Absentia,Virtual Reality Headset creator,,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,"180,000",
16/11/2015,Renowala,Home Improvement Service platform,,Hyderabad,Logtally,Seed Funding,N/A,
16/11/2015,TaskBucks,mobile-only tasks marketplace,,New Delhi,Times Internet,Private Equity,"15,000,000",Strategic Investment
17/11/2015,CraftsVilla,Women Ethnic Wear Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,"34,000,000",Series C
17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,"600,000",
17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Funding,"7,500,000",
17/11/2015,Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,"200,000",
17/11/2015,BiBox,Kids Tool kit for Innovation platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,"530,000",
17/11/2015,Convegenius,Mobile Learning Solutions,,Noida / Singapore,Enablers platform,Seed Funding,"300,000",
18/11/2015,Ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,"500,000,000",Series F ( More Details Here)
18/11/2015,Goodbox,conversational commerce mobile app,,Bangalore,Nexus Venture Partners,Private Equity,"2,500,000",Series A
18/11/2015,ScoopWhoop,Viral Content web Platform,,New Delhi,Kalaari Capital,Private Equity,"4,000,000",Series A
18/11/2015,Hipship,Express local delivery platform,,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,N/A,
18/11/2015,Pickrr,On-Demand Local Logistics provider,,New Delhi,Palaash Ventures,Seed Funding,N/A,
18/11/2015,Truelancer,Curated Freelancer Marketplace,,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,N/A,
19/11/2015,AHA Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed Funding,N/A,
19/11/2015,UrbanClap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,"25,000,000",Series B
19/11/2015,SenseGiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,"500,000",
19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna, Ganapathy Venugopal.",Seed Funding,N/A,
19/11/2015,Fourseven,Online Jewellery etailer,,New Delhi,Indian Angel Network,Seed Funding,"455,000",
20/11/2015,MindTickle,Sales & Productivity Software,,Pune / US,New Enterprise Associates,Private Equity,"12,500,000",Series A
20/11/2015,Shopsense,ecommerce related software product platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,N/A,Pre-Series A
20/11/2015,Medinfi,Health-Tech platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,"305,000",
20/11/2015,OUWT,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Funding,"150,000",
20/11/2015,HeyPillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,"3,000,000",Series A
21/11/2015,Healers At Home,"Home Healthcare Services platform,",,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,N/A,
21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,"1,200,000",Series A
21/11/2015,Talkoot,Social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Funding,"100,000",
23/11/2015,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India, Accel Partners India",Private Equity,"2,000,000",Series A
23/11/2015,Medikoe,Healthcare Services Discovery platform,,Bangalore,Anil Menon,Seed Funding,"100,000",
24/11/2015,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,"250,000",
24/11/2015,ServX,Automotive Services platform,,New Delhi,Manish Gupta,Seed Funding,N/A,
24/11/2015,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,"52,000,000",Late Stage
24/11/2015,Crayon Data,Big Data Analytics Platform,,Chennai/ Singapore,Ratan Tata,Private Equity,N/A,N/A
25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Funding,"1,500,000",
25/11/2015,Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,"110,000",
25/11/2015,S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,"27,000,000",N/A
26/11/2015,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,N/A,Pre-Series A
26/11/2015,GoQii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,"13,400,000",Series B
26/11/2015,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,"120,000,000",Late Stage
26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,"1,000,000",Pre-Series A
26/11/2015,KountMoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,N/A,
27/11/2015,StayGlad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,N/A,Series A
27/11/2015,JustRide,Self Driven Rental Car Platform,,Mumbai,N/A,Private Equity,"2,000,000",Pre-Series A bridge round
27/11/2015,Fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed Funding,N/A,
27/11/2015,LearnOn,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,N/A,
27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed Funding,N/A,
28/11/2015,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,N/A,
30/11/2015,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal, Puneet Dalmia,",Seed Funding,"1,450,000",
30/11/2015,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Funding,"540,000",
30/11/2015,MoMagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private Equity,N/A,Strategic Investment
30/11/2015,QikPod,Ecommerce Delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,"9,000,000",Series A
30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Undisclosed investors,Seed Funding,N/A,
30/11/2015,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Sargod Ventures,Seed Funding,N/A,
01/12/2015,CollegeDekho,Online Education Information platform,,Jaipur,GirnarSoft,Seed Funding,"1,000,000",
01/12/2015,Black White Orange Brands,Brand Licensing Startup,,Mumbai,YouWeCan Ventures,Seed Funding,N/A,
01/12/2015,Biteclub,Gourmet Food Discovery & Delivery platform,,Gurgaon,growX ventures,Private Equity,N/A,Pre-Series A
01/12/2015,Patel Logistics,Transportation & Logistics Platform,,Mumbai,Frontline Strategy,Private Equity,"5,600,000",N/A
01/12/2015,Wigzo,Enterprise Marketing Automation platform,,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,"500,000",Pre-Series A
01/12/2015,Zapluk,"Health, Wellness & Beauty Services App",,Hyderabad,N/A,Seed Funding,N/A,
01/12/2015,Godof Hospitals,Digital Healthcare,,New Delhi,Pankaj Gupta,Seed Funding,"2,000,000",
02/12/2015,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa, Ralph Berezan, Vissal Mathew, Balamurali Krishna",Seed Funding,"1,500,000",
02/12/2015,Kaaryah,Womens Fashion Wear Portal,,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,N/A,Pre-Series A
03/12/2015,Anakage,Product Learning platform,,Bangalore,CIO Angel Network (CAN),Seed Funding,N/A,
03/12/2015,EasyKhaana,Online Food ordering & Delivery platform,,New Delhi,Undisclosed investors,Seed Funding,"100,000",
03/12/2015,Shuttl,App based Bus Pooling Services,,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,"20,000,000",Series B
03/12/2015,Eckovation,Social Learning Platform,,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,N/A,
03/12/2015,Fitcircle,Social Fitness platform,,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,N/A,Pre-Series A
04/12/2015,Applop,On Demand Mobile app developer,,Kolkata,GHV Accelerator,Seed Funding,"100,000",
04/12/2015,CaRPM,Car Maintenance & Management mobile app,,Gurgaon,GHV Accelerator,Seed Funding,"100,000",
04/12/2015,NDTV Wedding portal,Online Wedding Marketplace,,New Delhi,CerraCap,Private Equity,"20,000,000",Series A
04/12/2015,Splitkart,Splitting Bills Mobile App,,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,N/A,
07/12/2015,Zenatix,IOT Energy Management Analytics platform,,Gurgaon,Blume Ventures,Private Equity,N/A,Pre-Series A
07/12/2015,Customfurnish,Custom Made furniture e-tailer,,Hyderabad,Agnus Capital,Private Equity,"4,500,000",Series A
07/12/2015,Faasos,QSR Chain,,Pune,"ru-Net, Sequoia Capital, Lightbox Ventures",Private Equity,"30,000,000",Series C
07/12/2015,Vlurn,eLearning platform,,Mumbai,Vidyadhar Sarfare,Seed Funding,N/A,
07/12/2015,Leaf Wearables,Smart Safety Wearable Devices,,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"250,000",
07/12/2015,Coolshare,Cab Sharing service Mobile app,,Mumbai,Gopal Aggarwal,Seed Funding,"100,000",
08/12/2015,mFicient,Cloud Enterprise Mobility Platform,,New Delhi,Undisclosed investors,Seed Funding,N/A,
08/12/2015,HeyBiz,Online Shopping Assistant Mobile app,,New Delhi,Shopclues,Seed Funding,N/A,Strategic Funding
08/12/2015,Yumist,Home Cooked Food Order & Delivery platform,,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,"2,000,000",Series A
09/12/2015,Jigsaw Academy,Online School for Analytics learning,,Bangalore,Manipal Global Education Services,Private Equity,"3,000,000",Series A
09/12/2015,JoeHukum,Chat based personal Assistant App,,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,N/A,
09/12/2015,Voxweb,Picture creation & Social mobile app,,Mumbai,Undisclosed Investor,Seed Funding,"350,000",
09/12/2015,Aye Finance,Nonbanking finance company,,New Delhi,"SAIF Partners, Accion",Private Equity,"3,000,000",Series B
09/12/2015,JumboBasket,eCommerce returns etailer,,Chandigarh,Chandigarh Angels Network,Seed Funding,N/A,
